Filename,SNR,SN_Name,Age_(days),Age_Unc_(days),redshift,Dm15,Subtype,dm15
sn2006N-20060130.22-fast.flm,113.33,2006N,4.554865424433224,0.1971803214039239,0.0143,1.5,N,1.5
sn1998dx-19980917.13-fast.flm,7.24,1998dx,1.1667615253233974,0.4742933029785619,0.0542,1.32,N,1.32
sn1999by-19990522.14-fast.flm,123.19,1999by,10.915984833368915,0.4989024146876871,0.0022,1.97,91bg,1.97
sn2005el-20051026.50-fast.flm,35.45,2005el,22.763106030743543,0.1970831690973591,0.0148,1.27,N,1.27
snf20080522-000-20080609.18-fast.flm,46.89,snf20080522-000,4.47846889952181,0.0956937799043062,0.045,,91T,
sn2001ay-20010502.30-fast.flm,42.24,2001ay,9.027373325570675,0.7765482430596001,0.0302,0.68,HV,0.68
sn2007ca-20070513.21-fast.flm,35.35,2007ca,6.419485257866125,0.1972192091509713,0.0141,0.89,N,0.89
sn2008bf-20080415.24-fast.flm,49.28,2008bf,16.240484091352155,0.3903962521959789,0.0246,1.05,N,1.05
sn2006S-20060202.47-fast.flm,64.59,2006S,-0.7072958046661423,0.0968898362561767,0.0321,0.93,N,0.93
sn2007le-20071204.12-fast.flm,37.47,2007le,39.15375446961217,0.4966229638458482,0.0068,1.01,HV,1.01
sn1995D-19950426.14-fast.flm,51.02,1995D,64.01112545942419,0.09933445912387,0.0067,1.05,N,1.05
sn2007ca-20070520.22-fast.flm,65.67,2007ca,13.332018538609676,0.1972192091509713,0.0141,0.89,N,0.89
sn2002ha-20021029.13-fast.flm,73.8,2002ha,-4.209384858048181,0.5914826498422713,0.0144,1.22,N,1.22
sn2003it-20031030.22-fast.flm,56.3,2003it,7.530972588041328,0.195102916788606,0.0251,1.36,N,1.36
sn2002fb-20020929.42-fast.flm,4.03,2002fb,17.053958251279745,1.2800315084679008,0.0156,1.77,91bg,1.77
sn2002jg-20021211.14-fast.flm,21.39,2002jg,9.392537166487026,0.0984542679925174,0.0157,1.42,N,1.42
sn1994ae-19941201.50-fast.flm,289.67,1994ae,1.9914368216668328,0.7965747286667331,0.0043,0.96,N,0.96
sn2001bf-20010517.48-fast.flm,119.3,2001bf,0.7680189050867583,0.7877116975187082,0.0156,0.99,N,0.99
sn2004ef-20040917.27-fast.flm,40.27,2004ef,1.5227934044614055,0.1939864209505334,0.031,1.39,HV,1.39
sn1997by-19970430.30-fast.flm,14.66,1997by,,,0.0452,,,
sn2002ck-20020519.24-fast.flm,22.92,2002ck,15.7700524373645,0.5826374053214216,0.0298,1.08,N,1.08
sn2006cp-20060604.24-fast.flm,60.44,2006cp,-6.31908441748912,0.0,0.0223,0.98,HV,0.98
sn2006S-20060224.39-fast.flm,15.8,2006S,20.530956302686103,0.0968898362561767,0.0321,0.93,N,0.93
sn2007fs-20070909.33-fast.flm,31.38,2007fs,55.077165044725085,2.064287820701858,0.0173,,N,
sn2005M-20050301.32-fast.flm,18.55,2005M,24.677103718200748,1.36986301369863,0.022,0.87,91T,0.87
sn2006H-20060129.13-fast.flm,36.42,2006H,11.370808678499838,0.3944773175542406,0.014,1.83,91bg,1.83
sn2002ck-20020503.34-fast.flm,48.5,2002ck,0.3301611963454142,0.5826374053214216,0.0298,1.08,N,1.08
sn1998bu-19980517.15-fast.flm,281.0,1998bu,-2.5426263834835323,0.4985541928407618,0.0029,1.03,N,1.03
sn1997br-19970529.24-fast.flm,58.12,1997br,37.67252507198396,0.695065038228577,0.0071,1.09,,1.09
sn2004at-20040427.26-fast.flm,24.08,2004at,29.599921745086608,0.7825491538687275,0.0223,1.05,N,1.05
sn2005ke-20051223.21-fast.flm,42.6,2005ke,28.28272772523267,0.6968641114982578,0.0045,1.82,91bg,1.82
sn2007ci-20070617.20-fast.flm,8.63,2007ci,21.41453831040829,0.1964636542239685,0.018,1.6,N,1.6
sn2008ar-20080306.40-fast.flm,28.92,2008ar,-2.6313224831859365,0.584738329597505,0.0261,1.1,N,1.1
sn2002bo-20020506.18-fast.flm,55.75,2002bo,43.29383650304013,0.6970028875833914,0.0043,1.08,HV,1.08
sn2004at-20040415.19-fast.flm,42.86,2004at,17.793211386092466,0.7825491538687275,0.0223,1.05,N,1.05
sn2001P-20010219.42-fast.flm,5.34,2001P,,,0.0206,,,
sn2001ep-20011015.45-fast.flm,137.44,2001ep,-2.122408687069551,0.493583415597236,0.013,1.3,N,1.3
sn1999aa-19990310.23-fast.flm,127.37,1999aa,14.61947949526986,0.887223974763407,0.0144,0.78,91T,0.78
sn2007hj-20070918.35-fast.flm,51.01,2007hj,12.274475007391391,0.1971803214039239,0.0143,1.95,N,1.95
sn2001eh-20011017.33-fast.flm,20.83,2001eh,28.76289653842614,0.2892681515765114,0.0371,0.92,91T,0.92
sn2004at-20040328.20-fast.flm,108.06,2004at,0.1956372884643349,0.7825491538687275,0.0223,1.05,N,1.05
sn2005ke-20051206.25-fast.flm,121.24,2005ke,11.398705823790037,0.6968641114982578,0.0045,1.82,91bg,1.82
sn2000fd-20001226.15-fast.flm,25.61,2000fd,,,0.0161,,,
sn2001G-20010125.34-fast.flm,142.71,2001G,4.661683713609326,2.1636506687647525,0.0168,,N,
sn1999be-19990412.17-fast.flm,40.84,1999be,,,0.0189,,,
sn2006sr-20061222.12-fast.flm,71.45,2006sr,-0.9566575556383498,0.3904724716907458,0.0244,1.24,HV,1.24
sn2002bo-20020316.34-fast.flm,161.47,2002bo,-7.328487503734523,0.6970028875833914,0.0043,1.08,HV,1.08
sn2003it-20031026.25-fast.flm,33.64,2003it,3.658179689786363,0.195102916788606,0.0251,1.36,N,1.36
sn2003ge-20030624.22-fast.flm,23.95,2003ge,,,0.0335,,,
sn2007bj-20070609.28-fast.flm,24.0,2007bj,59.0989573086777,0.0,0.0166,,,
sn2003fa-20030705.41-mmt.flm,40.95,2003fa,18.464052287587855,0.4805843906189927,0.0404,0.8,91T,0.8
sn2007le-20071104.31-fast.flm,190.15,2007le,9.545093365117785,0.4966229638458482,0.0068,1.01,HV,1.01
sn1998bu-19980701.16-fast.flm,154.87,1998bu,42.33722205604388,0.4985541928407618,0.0029,1.03,N,1.03
sn2003du-20030604.35-fast.flm,84.65,2003du,28.07034976152623,0.9936406995230525,0.0064,1.07,N,1.07
sn2004L-20040130.33-fast.flm,27.34,2004L,5.2600988084861875,0.2906131938390003,0.0323,1.12,N,1.12
sn2004fu-20041202.07-fast.flm,53.83,2004fu,15.328973444313478,0.1981767736821244,0.0092,1.08,HV,1.08
sn2003dt-20030505.46-fast.flm,3.83,2003dt,,,0.0144,,,
sn1995al-19960115.35-fast.flm,70.42,1995al,67.90369117500745,0.5969555268132524,0.0051,0.87,HV,0.87
sn2002fb-20021005.37-fast.flm,12.87,2002fb,22.912564001579433,1.2800315084679008,0.0156,1.77,91bg,1.77
sn2006le-20061214.30-fast.flm,24.34,2006le,35.28602319638436,0.2948692746215844,0.0174,0.88,N,0.88
sn1998dx-19980915.22-fast.flm,17.56,1998dx,-0.6450388920511203,0.4742933029785619,0.0542,1.32,N,1.32
sn2007kk-20071008.41-fast.flm,37.65,2007kk,-0.7588856868334267,1.921229586935639,0.041,,N,
sn2004ef-20040907.30-fast.flm,11.24,2004ef,-8.14742967991676,0.1939864209505334,0.031,1.39,HV,1.39
sn2006bb-20060402.20-fast.flm,21.66,2006bb,,,0.0252,,,
sn2008ar-20080407.29-fast.flm,21.26,2008ar,28.447519734920892,0.584738329597505,0.0261,1.1,N,1.1
sn2001br-20010524.46-mmt.flm,85.24,2001br,2.5075913409713704,0.783622294054266,0.0209,1.16,HV,1.16
sn2000B-20000309.13-fast.flm,3.89,2000B,48.79795898341275,1.275635364537337,0.0191,1.46,,1.46
sn2006le-20061227.32-fast.flm,10.58,2006le,48.08334971495798,0.2948692746215844,0.0174,0.88,N,0.88
sn2001E-20010124.48-fast.flm,47.07,2001E,7.732312825046273,0.7850063781768228,0.0191,0.92,HV,0.92
sn2002bz-20020513.20-fast.flm,12.0,2002bz,,,0.037,,,
sn1994D-19940410.26-fast.flm,103.28,1994D,19.70286170106894,0.0997108385681523,0.0029,1.37,N,1.37
sn2007cg-20070515.22-fast.flm,15.88,2007cg,6.504065040651534,1.7421602787456447,0.0332,1.05,HV,1.05
sn2004ct-20040716.21-fast.flm,17.71,2004ct,,,0.0334,,,
sn1995D-19950302.30-fast.flm,175.4,1995D,9.53610807589731,0.09933445912387,0.0067,1.05,N,1.05
sn1999gp-20000212.11-fast.flm,28.5,1999gp,35.07353657348986,1.266192656082595,0.0267,0.87,91T,0.87
sn2007kk-20071014.37-fast.flm,30.78,2007kk,4.966378482233939,1.921229586935639,0.041,,N,
sn2003gq-20030729.39-fast.flm,19.24,2003gq,1.4587820638319586,0.5874290189935382,0.0214,1.69,,1.69
snf20080720-001-20080801.44-fast.flm,16.28,snf20080720-001,7.483592908217669,0.2938583602703497,0.0209,,N,
sn2007ci-20070520.20-fast.flm,45.58,2007ci,-6.090373280947314,0.1964636542239685,0.018,1.6,N,1.6
sn2005M-20050409.19-fast.flm,5.23,2005M,62.71037181996456,1.36986301369863,0.022,0.87,91T,0.87
sn2007fs-20071010.22-fast.flm,12.81,2007fs,85.44185589304851,2.064287820701858,0.0173,,N,
sn1998bu-19980620.14-fast.flm,162.23,1998bu,31.349087645829425,0.4985541928407618,0.0029,1.03,N,1.03
sn2003ae-20030310.26-fast.flm,16.67,2003ae,,,0.0328,,,
sn2003du-20030523.22-fast.flm,122.37,2003du,16.01748807631421,0.9936406995230525,0.0064,1.07,N,1.07
sn2003du-20030427.24-fast.flm,102.71,2003du,-9.797297297297876,0.9936406995230525,0.0064,1.07,N,1.07
sn2007if-20070912.30-mmt.flm,66.53,2007if,6.423384844536822,0.4654626698938744,0.0742,0.71,pec,0.71
sn2007fb-20070711.41-fast.flm,48.24,2007fb,5.609037328100592,0.2946954813359528,0.018,,N,
sn2007oo-20071107.34-fast.flm,6.67,2007oo,,,0.0298,,,
sn2007le-20071218.12-fast.flm,34.25,2007le,53.05919745729592,0.4966229638458482,0.0068,1.01,HV,1.01
sn2006mo-20061113.21-fast.flm,33.81,2006mo,5.2159660624722495,0.674893945237177,0.0372,,N,
sn1998es-19990207.13-fast.flm,57.97,1998es,72.65980605580873,0.8905600633287157,0.0106,0.85,91T,0.85
sn2007le-20071114.18-fast.flm,139.45,2007le,19.348430671437427,0.4966229638458482,0.0068,1.01,HV,1.01
sn2008Z-20080307.27-fast.flm,38.99,2008Z,17.208619000979148,0.2938295788442703,0.021,1.02,N,1.02
sn2003kf-20040117.23-fast.flm,51.32,2003kf,40.133015683939135,0.3970617431010522,0.0074,1.1,N,1.1
sn2008ae-20080214.32-fast.flm,12.4,2008ae,2.8346762450230596,0.9707795359673818,0.0301,,pec,
sn2000fo-20010101.08-fast.flm,30.35,2000fo,,,0.0238,,,
sn2001F-20010114.54-fast.flm,16.11,2001F,,,0.0229,,,
sn2000fa-20010325.18-mmt.flm,5.41,2000fa,98.97189856065968,0.1958288455889552,0.0213,1.0,N,1.0
sn1994ae-19950501.20-fast.flm,38.12,1994ae,152.04620133425976,0.7965747286667331,0.0043,0.96,N,0.96
sn2005cf-20050709.23-fast.flm,95.14,2005cf,26.358668653756695,0.1987083954297069,0.0065,1.1,N,1.1
sn2003iv-20031019.38-fast.flm,20.86,2003iv,-2.4364304360476403,0.3867349898482065,0.0343,1.65,N,1.65
sn2008Q-20080209.09-fast.flm,249.32,2008Q,-0.307509175681924,0.1983930165658169,0.0081,1.25,N,1.25
snf20080522-011-20080623.05-ldss3.flm,69.52,snf20080522-011,22.49735041912113,0.1926967915984198,0.0379,,N,
sn2003W-20030129.35-mmt.flm,75.18,2003W,-11.126360160767126,0.0,0.0201,1.14,HV,1.14
sn2005am-20050309.25-fast.flm,141.99,2005am,2.9254264180851743,0.4958349861166204,0.0084,1.3,N,1.3
sn2003kf-20040130.29-fast.flm,29.4,2003kf,53.09708159618618,0.3970617431010522,0.0074,1.1,N,1.1
sn2004dt-20041015.34-fast.flm,18.9,2004dt,52.52109083774141,0.6866784382970373,0.0194,1.14,HV,1.14
sn2004L-20040127.40-fast.flm,48.55,2004L,2.4217766153250024,0.2906131938390003,0.0323,1.12,N,1.12
sn1995E-19950303.16-fast.flm,52.01,1995E,3.913043478267197,0.4940711462450592,0.012,1.16,N,1.16
sn2000dp-20001006.41-fast.flm,43.9,2000dp,,,0.0345,,,
sn2003im-20031003.34-fast.flm,13.59,2003im,,,0.0196,,,
sn2001V-20010619.23-mmt.flm,29.56,2001V,104.8468131218602,0.3940498473056842,0.0151,0.82,91T,0.82
sn2000ey-20001201.12-fast.flm,79.14,2000ey,,,0.0205,,,
sn2005G-20050118.56-fast.flm,22.61,2005G,,,0.0231,,,
sn2006bz-20060506.16-fast.flm,10.94,2006bz,-1.4024152707392408,0.1947798987144527,0.0268,2.09,91bg,2.09
sn2002cx-20020517.23-fast.flm,28.2,2002cx,-4.365234374994031,1.46484375,0.024,1.51,pec,1.51
sn2000cn-20000603.37-fast.flm,21.87,2000cn,-9.311187103076536,0.0977039570102589,0.0235,1.51,,1.51
sn2001ec-20010912.45-fast.flm,13.78,2001ec,,,0.0454,,,
sn2003iz-20031023.28-fast.flm,21.3,2003iz,,,0.0482,,,
sn2006gr-20061029.23-fast.flm,10.78,2006gr,23.99961337715228,0.4832785617630002,0.0346,0.81,N,0.81
sn2005cc-20050531.20-fast.flm,83.96,2005cc,2.580645161288878,0.4962779156327543,0.0075,1.94,,1.94
sn2003W-20030204.27-fast.flm,43.1,2003W,-5.3230075482798656,0.0,0.0201,1.14,HV,1.14
sn1998ab-19980502.26-fast.flm,36.73,1998ab,20.311587147030753,0.4868549172346641,0.027,1.04,91T,1.04
sn1995D-19950331.17-mmt.flm,128.46,1995D,38.21396642495397,0.09933445912387,0.0067,1.05,N,1.05
sn1998ex-19981130.51-fast.flm,8.03,1998ex,,,0.0365,,,
sn2005mz-20060121.13-fast.flm,26.23,2005mz,10.151336477981989,1.3757861635220123,0.0176,1.83,,1.83
sn2003if-20030922.45-fast.flm,12.38,2003if,,,0.0056,,,
sn2006H-20060128.11-fast.flm,27.19,2006H,10.364891518739682,0.3944773175542406,0.014,1.83,91bg,1.83
sn2004as-20040324.34-fast.flm,39.04,2004as,2.8516003879680434,0.5819592628516004,0.031,0.92,N,0.92
sn2006lf-20061029.40-fast.flm,17.34,2006lf,-7.500986971968559,0.1973943939992104,0.0132,1.3,N,1.3
sn2004dt-20040915.45-fast.flm,42.77,2004dt,23.19992152245848,0.6866784382970373,0.0194,1.14,HV,1.14
sn1998es-19981225.14-fast.flm,88.82,1998es,29.13120918266607,0.8905600633287157,0.0106,0.85,91T,0.85
sn2007bm-20070608.16-fast.flm,41.73,2007bm,34.4464321208542,0.3975352812562115,0.0062,1.09,N,1.09
sn2002dj-20020617.17-fast.flm,115.7,2002dj,-8.3523233924505,0.1981571386109184,0.0093,1.19,HV,1.19
sn2000dk-20000921.27-fast.flm,90.07,2000dk,-4.255528255529971,0.1965601965601965,0.0175,1.62,N,1.62
sn2006hb-20060930.50-fast.flm,88.41,2006hb,8.765882005320057,0.3939722249581404,0.0153,1.44,91bg,1.44
sn2007sr-20080301.37-fast.flm,71.96,2007sr,76.83969769292369,0.2983293556085918,0.0056,1.05,,1.05
sn2000A-20000103.08-fast.flm,29.26,2000A,,,0.0292,,,
sn1998es-19990109.22-fast.flm,66.77,1998es,44.053037799331165,0.8905600633287157,0.0106,0.85,91T,0.85
sn2002bo-20020318.27-fast.flm,153.86,2002bo,-5.40675097082574,0.6970028875833914,0.0043,1.08,HV,1.08
sn1994ae-19950224.33-fast.flm,48.93,1994ae,86.45822961266728,0.7965747286667331,0.0043,0.96,N,0.96
sn2003ae-20030210.34-fast.flm,20.73,2003ae,,,0.0328,,,
sn1998dm-19980913.43-fast.flm,141.38,1998dm,9.468455042224376,0.5961251862891207,0.0065,0.9,N,0.9
sn1994ae-19941203.54-fast.flm,206.48,1994ae,4.022702379767871,0.7965747286667331,0.0043,0.96,N,0.96
sn1999gp-20000114.16-fast.flm,55.08,1999gp,6.876400116884142,1.266192656082595,0.0267,0.87,91T,0.87
snf20080522-011-20080606.38-fast.flm,49.11,snf20080522-011,6.436072839387505,0.1926967915984198,0.0379,,N,
sn2005ao-20050315.51-fast.flm,19.33,2005ao,,,0.0384,,,
sn1999cl-19990621.17-fast.flm,135.97,1999cl,7.610637031155243,0.5953562214725143,0.0078,1.17,HV,1.17
sn2007if-20070911.39-fast.flm,37.92,2007if,5.57624278532672,0.4654626698938744,0.0742,0.71,pec,0.71
sn2003ge-20030704.18-mmt.flm,37.92,2003ge,,,0.0335,,,
sn2001V-20010325.40-mmt.flm,160.46,2001V,20.293567136241304,0.3940498473056842,0.0151,0.82,91T,0.82
sn2003du-20030609.23-mmt.flm,147.78,2003du,32.91931637520336,0.9936406995230525,0.0064,1.07,N,1.07
sn2007af-20070418.28-fast.flm,63.43,2007af,33.996419335588115,0.3978516013526954,0.0054,1.04,N,1.04
sn2004as-20040328.22-fast.flm,28.9,2004as,6.61493695441291,0.5819592628516004,0.031,0.92,N,0.92
sn1994ae-19941228.49-fast.flm,163.87,1994ae,28.865876730058712,0.7965747286667331,0.0043,0.96,N,0.96
sn2007le-20071103.17-fast.flm,195.45,2007le,8.412793007549826,0.4966229638458482,0.0068,1.01,HV,1.01
sn1996X-19960508.26-fast.flm,110.85,1996X,20.02383790226807,0.2979737783075089,0.0068,1.26,N,1.26
sn2006X-20060504.18-fast.flm,19.12,2006X,72.70194986072596,0.7958615200955034,0.0052,1.18,HV,1.18
sn1999gd-20000102.39-fast.flm,23.38,1999gd,25.522930374151,1.5712461946381224,0.0183,1.18,N,1.18
sn2007co-20070608.35-fast.flm,41.39,2007co,-5.111976630963973,0.0973709834469328,0.027,1.16,N,1.16
sn2003W-20030331.19-fast.flm,16.29,2003W,48.51485148515365,0.0,0.0201,1.14,HV,1.14
sn2006ot-20061127.30-fast.flm,15.21,2006ot,2.4693703105763327,0.4748789058790009,0.0529,0.84,HV,0.84
sn2002de-20020617.23-fast.flm,32.45,2002de,8.492217898835799,0.5836575875486381,0.028,0.96,N,0.96
sn2006lf-20061214.28-fast.flm,9.43,2006lf,37.78128701144772,0.1973943939992104,0.0132,1.3,N,1.3
sn2001fh-20011118.07-fast.flm,57.11,2001fh,7.181665514172478,0.0987849451743554,0.0123,1.51,N,1.51
sn1998bu-19980628.16-fast.flm,162.1,1998bu,39.34589689899931,0.4985541928407618,0.0029,1.03,N,1.03
sn1998es-19981214.18-fast.flm,82.79,1998es,18.28616663368613,0.8905600633287157,0.0106,0.85,91T,0.85
sn2000ce-20000510.15-fast.flm,29.2,2000ce,6.74013578667573,0.4919807143559973,0.0163,1.0,N,1.0
sn1995ak-19951222.23-fast.flm,11.32,1995ak,50.48401290701541,0.977803852547179,0.0227,1.25,,1.25
sn2002dl-20020707.43-fast.flm,47.58,2002dl,10.26271770146639,0.0,0.0163,1.76,91bg,1.76
sn2002bn-20020309.29-fast.flm,21.88,2002bn,,,0.0264,,,
sn2006gr-20060923.22-fast.flm,12.29,2006gr,-10.806108641020966,0.4832785617630002,0.0346,0.81,N,0.81
sn2001N-20010202.47-fast.flm,61.01,2001N,11.429970617040407,0.0,0.021,,HV,
sn2001ep-20011024.43-fast.flm,109.85,2001ep,6.742349457059968,0.493583415597236,0.013,1.3,N,1.3
sn2004L-20040301.31-fast.flm,30.91,2004L,35.27075462558967,0.2906131938390003,0.0323,1.12,N,1.12
sn2007ci-20070614.18-fast.flm,24.37,2007ci,18.447937131629505,0.1964636542239685,0.018,1.6,N,1.6
sn1998dm-19981023.36-fast.flm,58.39,1998dm,49.14058618976565,0.5961251862891207,0.0065,0.9,N,0.9
sn2002he-20021213.47-fast.flm,13.48,2002he,34.81358578957472,0.1951981260979894,0.0246,1.44,HV,1.44
sn2007at-20070319.44-fast.flm,10.44,2007at,,,0.0542,,,
sn2003it-20031123.14-fast.flm,4.32,2003it,30.865281435956906,0.195102916788606,0.0251,1.36,N,1.36
sn2006al-20060224.34-fast.flm,17.63,2006al,2.472141586290306,0.280925180260324,0.0679,1.35,N,1.35
sn1998aq-19980624.19-fast.flm,95.68,1998aq,56.76860245044849,0.3984460603645781,0.0039,1.11,N,1.11
sn2005ao-20050308.52-fast.flm,37.02,2005ao,,,0.0384,,,
sn2005A-20050111.04-ldss2.flm,32.71,2005A,1.5111372779912406,0.1962515945442057,0.0191,1.11,,1.11
sn2000cf-20000512.36-fast.flm,32.92,2000cf,3.9174064067904975,0.7719027402547279,0.0364,1.16,N,1.16
sn1999aa-19990507.16-fast.flm,17.28,1999aa,71.72712933754144,0.887223974763407,0.0144,0.78,91T,0.78
sn2006oa-20061118.16-fast.flm,16.94,2006oa,-8.528301886786412,0.0943396226415094,0.06,0.89,,0.89
sn2002hd-20021109.51-fast.flm,16.84,2002hd,11.990338164254585,0.4830917874396135,0.035,1.16,N,1.16
sn2003if-20031121.26-ldss2.flm,24.03,2003if,,,0.0056,,,
sn1999ac-19990413.47-fast.flm,57.51,1999ac,30.67855373947614,0.6934125804853887,0.0095,1.23,91T,1.23
sn2004as-20040323.26-fast.flm,45.21,2004as,1.804073714840526,0.5819592628516004,0.031,0.92,N,0.92
sn2003iv-20031022.38-fast.flm,28.49,2003iv,0.4640819878139084,0.3867349898482065,0.0343,1.65,N,1.65
sn2001ah-20010426.30-mmt.flm,31.45,2001ah,17.867271695974146,0.283607487237663,0.0578,0.98,,0.98
sn2006cm-20060529.46-fast.flm,30.0,2006cm,-0.9249237429915658,0.4919807143559973,0.0163,1.04,,1.04
sn2006bt-20060507.30-fast.flm,34.75,2006bt,4.747142026740414,0.5812826971517148,0.0322,1.0,N,1.0
sn2001ay-20010525.34-mmt.flm,73.24,2001ay,31.391962725680944,0.7765482430596001,0.0302,0.68,HV,0.68
sn2006X-20060228.34-fast.flm,161.59,2006X,8.197373656981657,0.7958615200955034,0.0052,1.18,HV,1.18
sn2003hx-20031121.30-ldss2.flm,164.02,2003hx,,,0.0071,,,
sn2003S-20030127.49-fast.flm,7.27,2003S,,,0.0398,,,
sn1998aq-19980718.18-fast.flm,32.8,1998aq,80.66540492081204,0.3984460603645781,0.0039,1.11,N,1.11
sn2007cg-20070516.24-fast.flm,10.67,2007cg,7.491289198604301,1.7421602787456447,0.0332,1.05,HV,1.05
sn2002ey-20020913.29-fast.flm,15.44,2002ey,,,0.0385,,,
sn2007bd-20070418.22-fast.flm,28.8,2007bd,1.6682832201757172,0.0969932104752667,0.031,1.3,HV,1.3
sn2007le-20071019.21-fast.flm,141.31,2007le,-6.446166070717087,0.4966229638458482,0.0068,1.01,HV,1.01
sn2008ar-20080313.37-fast.flm,48.03,2008ar,4.161387778972882,0.584738329597505,0.0261,1.1,N,1.1
sn2006cz-20060619.26-fast.flm,39.73,2006cz,-1.958149356883157,0.0959877135726627,0.0418,,91T,
sn1995bd-19960317.12-mmt.flm,4.31,1995bd,71.57500492805305,0.3942440370589395,0.0146,0.94,,0.94
sn2005mz-20060129.11-fast.flm,18.1,2005mz,17.993317610060604,1.3757861635220123,0.0176,1.83,,1.83
sn1999ac-19990411.48-fast.flm,84.83,1999ac,28.707280832098267,0.6934125804853887,0.0095,1.23,91T,1.23
sn2001V-20010220.29-fast.flm,65.17,2001V,-12.32390897448728,0.3940498473056842,0.0151,0.82,91T,0.82
sn2005am-20050509.14-fast.flm,10.99,2005am,63.30821102736663,0.4958349861166204,0.0084,1.3,N,1.3
sn2007hj-20070907.32-fast.flm,76.59,2007hj,1.399980281966138,0.1971803214039239,0.0143,1.95,N,1.95
sn1998ab-19980429.28-fast.flm,45.0,1998ab,17.40993184030904,0.4868549172346641,0.027,1.04,91T,1.04
sn1999aa-19990415.16-fast.flm,17.88,1999aa,50.03943217665816,0.887223974763407,0.0144,0.78,91T,0.78
sn2003fa-20030706.28-fast.flm,5.17,2003fa,19.300269127260425,0.4805843906189927,0.0404,0.8,91T,0.8
snf20080720-001-20080730.46-mmt.flm,79.6,snf20080720-001,5.544127730430225,0.2938583602703497,0.0209,,N,
sn2003kf-20031216.37-fast.flm,63.66,2003kf,8.507047845939754,0.3970617431010522,0.0074,1.1,N,1.1
sn2002ey-20021104.28-mmt.flm,15.23,2002ey,,,0.0385,,,
sn2003lq-20040113.14-fast.flm,75.5,2003lq,,,0.0243,,,
sn2007co-20070615.36-fast.flm,51.18,2007co,1.7137293086680014,0.0973709834469328,0.027,1.16,N,1.16
sn2001cp-20010623.44-fast.flm,39.31,2001cp,-4.851330203442026,0.0978090766823161,0.0224,0.88,N,0.88
