Filename,SNR,SN_Name,Age_(days),Age_Unc_(days),redshift,Dm15,Subtype,dm15,bootstrap_age,snid_std_dev,delta_age,delta_age_unc,MJD
sn2000B-20000128.13-fast.flm,78.13,2000B,8.56638210185058,1.275635364537337,0.0191,1.46,,1.46,7.35,0.3842,-1.2163821018505807,1.332236924596487,51571.13
sn2005eq-20051009.42-fast.flm,6.06,2005eq,-1.535471331391396,0.3887269193391643,0.029,0.88,91T,0.88,-0.75,0.7611,0.7854713313913959,0.8546237931504815,53652.42
sn1999aa-19990221.29-fast.flm,162.72,1999aa,-2.080047318612561,0.887223974763407,0.0144,0.78,91T,0.78,-2.4,0.6998,-0.3199526813874387,1.1299939917517166,51230.29
sn2002fk-20020929.44-fast.flm,201.96,2002fk,-1.449131513646776,0.3970223325062034,0.0075,1.13,N,1.13,-1.65,0.6297,-0.2008684863532239,0.7444117291584452,52546.44
sn2001L-20010222.42-fast.flm,57.37,2001L,,,0.0152,,,,26.75,1.7191,,,51962.42
sn1997cn-19970607.18-fast.flm,8.73,1997cn,19.748229740363637,0.7867820613690009,0.0168,1.9,91bg,1.9,25.1,1.2953,5.351770259636364,1.5155289842467723,50606.18
sn1994Q-19940606.37-fast.flm,34.35,1994Q,12.792617775624604,1.06847984458475,0.0295,1.03,,1.03,12.7,0.5425,-0.0926177756246051,1.1983135767752329,49509.37
sn2001G-20010221.28-fast.flm,58.16,2001G,31.15656963021272,2.1636506687647525,0.0168,,N,,34.875,1.5675,3.718430369787282,2.671786006858738,51961.28
sn2002hw-20021114.10-fast.flm,19.59,2002hw,-3.2432432432461034,0.0982800982800982,0.0175,1.44,N,1.44,-4.4,1.7172,-1.156756756753897,1.7200101213998555,52592.1
sn1996ca-19961218.09-fast.flm,36.0,1996ca,,,0.0163,,,,-1.8,0.9758,,,50435.09
sn2003iu-20031122.19-fast.flm,33.32,2003iu,,,0.0414,,,,28.3,1.0934,,,52965.19
sn2001eh-20011013.33-fast.flm,20.43,2001eh,24.90598785073932,0.2892681515765114,0.0371,0.92,91T,0.92,20.8,1.155,-4.105987850739318,1.1906725257250592,52195.33
sn2007ba-20070412.47-fast.flm,3.73,2007ba,6.037554164664492,0.4814636494944632,0.0385,1.89,91bg,1.89,5.15,0.8871,-0.8875541646644916,1.0093332729007438,54202.47
sn2006N-20060202.20-fast.flm,112.74,2006N,7.492852213347673,0.1971803214039239,0.0143,1.5,N,1.5,7.5,0.3468,0.007147786652327,0.3989364851062819,53768.2
sn2007fs-20070718.42-fast.flm,18.41,2007fs,3.0669419050381825,2.064287820701858,0.0173,,N,,2.4,0.9345,-0.6669419050381826,2.265959941547517,54299.42
sn2008Z-20080302.25-fast.flm,39.75,2008Z,12.29187071498816,0.2938295788442703,0.021,1.02,N,1.02,11.4,0.506,-0.8918707149881602,0.5851254749229444,54527.25
sn2001V-20010426.29-fast.flm,32.23,2001V,51.709191212686406,0.3940498473056842,0.0151,0.82,91T,0.82,44.1,1.4728,-7.6091912126864045,1.5246032671359566,52025.29
sn2008A-20080111.19-fast.flm,75.28,2008A,-1.8795512694314271,0.492029128124385,0.0162,1.28,pec,1.28,,,,,54476.19
sn2003iu-20031031.25-fast.flm,20.95,2003iu,,,0.0414,,,,15.3,0.8219,,,52943.25
sn2004gs-20050118.36-fast.flm,6.01,2004gs,31.71634521721963,0.0974089226573154,0.0266,1.41,N,1.41,31.8,0.8647,0.0836547827803713,0.8701692871006531,53388.36
sn2001ep-20011122.28-fast.flm,26.09,2001ep,35.22211253701904,0.493583415597236,0.013,1.3,N,1.3,30.85,0.9938,-4.372112537019042,1.1096229216056388,52235.28
sn2005hk-20051101.19-fast.flm,41.34,2005hk,-9.289239881536249,0.493583415597236,0.013,1.56,pec,1.56,,,,,53675.19
sn1994M-19940508.26-fast.flm,21.83,1994M,5.629397967163835,0.8795934323690382,0.0232,1.26,HV,1.26,2.7,1.1112,-2.929397967163835,1.4171979559210302,49480.26
sn2008C-20080105.27-fast.flm,62.51,2008C,4.395280235982192,0.4916420845624386,0.017,1.11,N,1.11,5.15,0.4754,0.7547197640178087,0.683898456872729,54470.27
sn2005cf-20050612.36-fast.flm,194.02,2005cf,-0.3378042722270318,0.1987083954297069,0.0065,1.1,N,1.1,-3.5,0.76,-3.162195727772968,0.7855475965301204,53533.36
sn2008ar-20080302.40-fast.flm,24.52,2008ar,-6.5295780138359705,0.584738329597505,0.0261,1.1,N,1.1,-7.9,0.6971,-1.37042198616403,0.9098721471176489,54527.4
sn1999dq-19990911.46-fast.flm,204.52,1999dq,-3.4907800019730533,0.6902672320283996,0.0141,0.86,91T,0.86,-4.25,0.452,-0.7592199980269467,0.8250896021718783,51432.46
sn2006sr-20061226.13-fast.flm,70.91,2006sr,2.9578289730562632,0.3904724716907458,0.0244,1.24,HV,1.24,2.6,0.4961,-0.3578289730562631,0.6313350625050697,54095.13
sn2005bc-20050403.33-fast.flm,12.35,2005bc,-6.096235549845128,0.3952178638474459,0.0121,1.32,N,1.32,-2.2,1.4671,3.896235549845127,1.519401056306115,53463.33
sn2002bf-20020316.32-fast.flm,49.65,2002bf,11.63607965638252,1.0737992971495511,0.0244,1.12,HV,1.12,10.9,0.3123,-0.73607965638252,1.1182916527269933,52349.32
sn2005cf-20050728.19-fast.flm,48.88,2005cf,45.19622454049204,0.1987083954297069,0.0065,1.1,N,1.1,41.2,0.7881,-3.9962245404920367,0.8127648100245537,53579.19
sn2000cn-20000803.24-fast.flm,3.83,2000cn,50.161211529063515,0.0977039570102589,0.0235,1.51,,1.51,56.1,1.4463,5.938788470936487,1.4495964104589465,51759.24
sn2007F-20070415.31-fast.flm,8.98,2007F,80.02149277060983,0.0,0.0236,0.96,N,0.96,88.55,2.9368,8.528507229390172,2.9368,54205.31
sn2001V-20010401.22-fast.flm,49.33,2001V,27.012117032802937,0.3940498473056842,0.0151,0.82,91T,0.82,25.0,2.9083,-2.012117032802937,2.934873791521815,52000.22
sn1994Q-19940604.39-fast.flm,24.88,1994Q,10.869354055368945,1.06847984458475,0.0295,1.03,,1.03,10.4,0.5343,-0.4693540553689441,1.194623651316117,49507.39
sn2001fh-20011107.20-fast.flm,62.6,2001fh,-3.5562580262825456,0.0987849451743554,0.0123,1.51,N,1.51,-3.6,0.8303,-0.0437419737174544,0.8361558200437885,52220.2
sn2006cj-20060522.29-fast.flm,19.07,2006cj,-1.133489461357496,1.124121779859485,0.0675,0.81,N,0.81,-1.8,1.2861,-0.6665105386425041,1.708128503934776,53877.29
sn2003D-20030129.32-mmt.flm,17.5,2003D,,,0.023,,,,30.54,1.4383,,,52668.32
sn1999by-19990508.15-fast.flm,176.19,1999by,-3.043304729590535,0.4989024146876871,0.0022,1.97,91bg,1.97,1.5,0.847,4.543304729590535,0.9830120138539532,51306.15
sn2008bf-20080607.19-fast.flm,14.15,2008bf,67.91918797579913,0.3903962521959789,0.0246,1.05,N,1.05,77.7,2.8368,9.78081202420087,2.863536881852348,54624.19
sn2003fa-20030731.21-fast.flm,1.16,2003fa,43.26220684352368,0.4805843906189927,0.0404,0.8,91T,0.8,,,,,52851.21
sn2007B-20070110.10-fast.flm,61.25,2007B,,,0.0211,,,,-1.4,0.6491,,,54110.1
sn2002eu-20021104.34-mmt.flm,10.06,2002eu,60.75558982266152,0.1927525057825751,0.0376,1.52,N,1.52,60.0,1.6111,-0.7555898226615199,1.6225895163242805,52582.34
sn1995D-19950307.32-fast.flm,136.92,1995D,14.522697923912409,0.09933445912387,0.0067,1.05,N,1.05,13.35,0.4215,-1.1726979239124091,0.4330468620939676,49783.32
sn2007fs-20070720.44-fast.flm,78.41,2007fs,5.052590189717308,2.064287820701858,0.0173,,N,,4.9,0.4241,-0.1525901897173076,2.1074024334943777,54301.44
sn1999gd-20000111.40-fast.flm,6.55,1999gd,34.371010507708924,1.5712461946381224,0.0183,1.18,N,1.18,31.8,3.1054,-2.571010507708923,3.4802763919213056,51554.4
sn1998es-19981125.22-fast.flm,166.04,1998es,-0.4749653671046165,0.8905600633287157,0.0106,0.85,91T,0.85,-4.3,1.5092,-3.8250346328953833,1.752364649950474,51142.22
sn2001ah-20010328.22-fast.flm,15.97,2001ah,-9.623747400264977,0.283607487237663,0.0578,0.98,,0.98,-5.9,1.0471,3.723747400264976,1.084827920371365,51996.22
sn1999ac-19990325.50-fast.flm,112.04,1999ac,11.88707280832095,0.6934125804853887,0.0095,1.23,91T,1.23,8.45,0.458,-3.4370728083209503,0.8310144443843354,51262.5
sn2005cc-20050602.21-fast.flm,18.28,2005cc,4.5756823821345725,0.4962779156327543,0.0075,1.94,,1.94,,,,,53523.21
sn2002av-20020215.16-fast.flm,8.09,2002av,,,0.049,,,,8.65,0.3318,,,52320.16
sn2007nq-20071031.24-fast.flm,34.9,2007nq,6.354066985645376,0.4784688995215311,0.045,1.47,N,1.47,6.2,0.3685,-0.1540669856453762,0.6039244471035636,54404.24
sn2007cp-20070616.17-fast.flm,20.9,2007cp,,,0.0366,,,,-4.2,1.0195,,,54267.17
sn1998de-19980725.46-fast.flm,12.23,1998de,-7.121077997440703,0.1967148618078096,0.0167,1.88,91bg,1.88,-7.05,1.8101,0.0710779974407032,1.820757739749049,51019.46
sn2002cd-20020415.49-fast.flm,43.99,2002cd,-3.671813143308716,0.3958828186856691,0.0104,0.84,HV,0.84,-1.7,1.2314,1.9718131433087165,1.2934717492587575,52379.49
sn1995D-19950404.23-fast.flm,74.17,1995D,42.246945465388016,0.09933445912387,0.0067,1.05,N,1.05,41.65,0.7575,-0.5969454653880177,0.7639853302056472,49811.23
sn2000cx-20000921.42-fast.flm,74.56,2000cx,55.17309790694905,0.2975895248487253,0.0081,0.99,pec,0.99,77.45,3.4572,22.27690209305095,3.4699843465496625,51808.42
sn2001ep-20020114.22-fast.flm,13.39,2001ep,87.48272458045669,0.493583415597236,0.013,1.3,N,1.3,87.85,2.9621,0.3672754195433043,3.0029420570754666,52288.22
sn1998bu-19980625.17-fast.flm,221.14,1998bu,36.36454282580633,0.4985541928407618,0.0029,1.03,N,1.03,38.7,0.8345,2.335457174193671,0.972083604017218,50989.17
sn1998an-19980418.17-fast.flm,67.46,1998an,,,0.0188,,,,5.15,0.4725,,,50921.17
sn1997do-19971106.51-fast.flm,56.86,1997do,-7.514107514104056,0.099000099000099,0.0101,0.94,HV,0.94,-1.455,0.7517,6.059107514104056,0.7581912091300119,50758.51
sn2003it-20031029.21-fast.flm,78.89,2003it,6.54570285825688,0.195102916788606,0.0251,1.36,N,1.36,5.6,0.1766,-0.9457028582568804,0.263159092830595,52941.21
sn2006gj-20060920.43-fast.flm,34.0,2006gj,-0.6515608285502809,0.1944957697170086,0.0283,1.48,N,1.48,-0.6,0.9174,0.0515608285502808,0.9377906826354224,53998.43
sn1995D-19950525.20-fast.flm,60.22,1995D,92.87771928081852,0.09933445912387,0.0067,1.05,N,1.05,87.6,2.1402,-5.2777192808185305,2.142503996441881,49862.2
sn2005cf-20050615.24-fast.flm,205.94,2005cf,2.5235966219581454,0.1987083954297069,0.0065,1.1,N,1.1,-2.5,1.2798,-5.023596621958145,1.2951343816045688,53536.24
sn2000bk-20000502.23-fast.flm,16.43,2000bk,18.75365710942383,0.4876145894285156,0.0254,1.46,,1.46,24.2,1.1677,5.446342890576169,1.2654213835017725,51666.23
sn1998aq-19980503.24-fast.flm,364.54,1998aq,5.020420360594554,0.3984460603645781,0.0039,1.11,N,1.11,3.05,0.6511,-1.970420360594554,0.763341648948918,50936.24
sn2004as-20040419.26-fast.flm,11.0,2004as,27.992240543162545,0.5819592628516004,0.031,0.92,N,0.92,27.54,0.5744,-0.4522405431625458,0.817686947198485,53114.26
sn1999by-19990515.16-fast.flm,252.91,1999by,3.9513071243328706,0.4989024146876871,0.0022,1.97,91bg,1.97,4.175,1.0657,0.2236928756671292,1.176698818466818,51313.16
sn2005ej-20050925.15-fast.flm,42.99,2005ej,,,0.0379,,,,3.0,0.5531,,,53638.15
sn1997cw-19970714.46-fast.flm,69.11,1997cw,,,0.0171,,,,16.25,0.5316,,,50643.46
sn1998de-19980729.50-fast.flm,21.52,1998de,-3.147437788922091,0.1967148618078096,0.0167,1.88,91bg,1.88,-2.45,2.0137,0.6974377889220906,2.0232855524754942,51023.5
sn2003gj-20030704.40-mmt.flm,12.44,2003gj,,,0.0338,,,,16.9,0.9697,,,52824.4
sn2001V-20010222.44-fast.flm,108.13,2001V,-10.205891045217797,0.3940498473056842,0.0151,0.82,91T,0.82,-6.325,0.6755,3.8808910452177967,0.7820329482583409,51962.44
sn2006lf-20061119.35-fast.flm,44.37,2006lf,13.176075799445858,0.1973943939992104,0.0132,1.3,N,1.3,12.9,0.9045,-0.2760757994458576,0.9257887430630788,54058.35
sn2000cm-20000604.16-fast.flm,129.29,2000cm,,,0.0072,,,,17.25,0.498,,,51699.16
sn1995ac-19951123.07-mmt.flm,7.57,1995ac,48.54748071244991,0.4762358319839984,0.0499,0.77,,0.77,40.9,1.2327,-7.647480712449912,1.3214953112536916,50044.07
sn2000cx-20001217.22-fast.flm,13.01,2000cx,141.27566709651646,0.2975895248487253,0.0081,0.99,pec,0.99,189.825,20.3775,48.54933290348353,20.379672857416033,51895.22
sn2002bf-20020311.21-fast.flm,58.45,2002bf,6.647793830532675,1.0737992971495511,0.0244,1.12,HV,1.12,7.4,0.4811,0.7522061694673257,1.1766486903740088,52344.21
sn2006bt-20060429.41-fast.flm,44.02,2006bt,-2.8967254408040715,0.5812826971517148,0.0322,1.0,N,1.0,-6.45,1.4396,-3.5532745591959287,1.5525262426149105,53854.41
sn2002he-20021030.48-fast.flm,22.24,2002he,-8.120242045676077,0.1951981260979894,0.0246,1.44,HV,1.44,-1.65,1.3166,6.470242045676077,1.330991310426994,52577.48
sn2000cx-20000919.38-fast.flm,60.84,2000cx,53.14948913797686,0.2975895248487253,0.0081,0.99,pec,0.99,69.25,2.2201,16.100510862023143,2.2399561458429695,51806.38
sn2003kz-20031219.51-fast.flm,5.07,2003kz,,,0.0505,,,,30.0,0.9075,,,52992.51
sn2002cx-20020602.20-fast.flm,24.56,2002cx,11.23046875,1.46484375,0.024,1.51,pec,1.51,22.3,1.7506,11.06953125,2.282622958772224,52427.2
sn1999cw-19990720.46-fast.flm,86.84,1999cw,24.456736467801303,0.4938759383642829,0.0124,0.94,,0.94,25.1,1.7331,0.6432635321986986,1.8020957389925767,51379.46
sn1995bd-19951225.27-fast.flm,17.02,1995bd,-10.082791247785533,0.3942440370589395,0.0146,0.94,,0.94,-8.0,0.4275,2.082791247785533,0.5815364225536784,50076.27
sn2004ap-20040313.25-fast.flm,76.82,2004ap,,,0.0239,,,,3.3,2.9609,,,53077.25
sn2002he-20021104.50-mmt.flm,256.1,2002he,-3.2207690806196667,0.1951981260979894,0.0246,1.44,HV,1.44,-1.25,0.7827,1.9707690806196667,0.8066731670460884,52582.5
sn2005hc-20051105.31-fast.flm,23.46,2005hc,11.100487618319708,0.382445740510565,0.0459,1.03,N,1.03,12.1,0.4452,0.999512381680292,0.5869137793872916,53679.31
sn2000dg-20000903.37-fast.flm,60.76,2000dg,0.1636976408334422,1.2518054886856045,0.0385,,N,,3.0,0.8388,2.8363023591665577,1.5068518246673774,51790.37
sn2006gr-20061123.16-fast.flm,6.42,2006gr,48.09588246665575,0.4832785617630002,0.0346,0.81,N,0.81,39.6,3.5809,-8.49588246665575,3.61336449562727,54062.16
sn1998co-19980624.45-fast.flm,107.31,1998co,0.933019053228334,0.0,0.0182,,N,,3.2,0.4607,2.266980946771666,0.4607,50988.45
sn2001ie-20011217.47-fast.flm,41.15,2001ie,,,0.0307,,,,9.25,0.376,,,52260.47
sn2002kf-20030107.30-fast.flm,30.43,2002kf,7.946630040229393,0.0981065437064652,0.0193,1.2,,1.2,5.45,0.3899,-2.496630040229393,0.4020533595407811,52646.3
sn2000cp-20000624.34-fast.flm,27.14,2000cp,-0.5414813382372342,1.1603171533552503,0.0342,1.09,N,1.09,-5.05,1.945,-4.508518661762766,2.264809240613971,51719.34
sn2002es-20020910.46-fast.flm,21.27,2002es,8.998035363454044,0.2946954813359528,0.018,,91bg,,23.3,2.8441,14.301964636545955,2.8593268852511127,52527.46
snf20080514-002-20080610.21-fast.flm,42.78,snf20080514-002,15.177610333694137,0.4892846658185732,0.0219,1.35,N,,15.65,0.7851,0.4723896663058635,0.9250845875946658,54627.21
sn1998de-19980730.46-fast.flm,30.0,1998de,-2.2032064522454635,0.1967148618078096,0.0167,1.88,91bg,1.88,-2.05,1.709,0.1532064522454637,1.7202842023503169,51024.46
sn2005bv-20050430.37-fast.flm,13.02,2005bv,,,0.0357,,,,18.75,0.6162,,,53490.37
sn2004fd-20041113.33-fast.flm,47.36,2004fd,,,0.0173,,,,17.1,0.744,,,53322.33
sn2001eh-20010921.35-fast.flm,71.35,2001eh,3.71227461189716,0.2892681515765114,0.0371,0.92,91T,0.92,0.55,1.454,-3.1622746118971596,1.482495215343541,52173.35
sn1998bu-19980630.17-fast.flm,136.2,1998bu,41.350084754213945,0.4985541928407618,0.0029,1.03,N,1.03,44.3,1.4809,2.949915245786052,1.5625687483112876,50994.17
sn2006te-20070109.49-fast.flm,13.8,2006te,12.30247212796418,0.3877847794474067,0.0315,1.04,,1.04,11.9,0.5779,-0.4024721279641792,0.6959493122139527,54109.49
sn2005am-20050321.20-fast.flm,57.75,2005am,14.775882586269516,0.4958349861166204,0.0084,1.3,N,1.3,18.0,1.6601,3.224117413730484,1.7325658265870505,53450.2
sn2001ck-20010618.33-mmt.flm,98.35,2001ck,5.827776167003804,0.1932927418575432,0.0347,1.05,N,1.05,4.52,0.4121,-1.3077761670038042,0.4551796283389743,52078.33
sn1998dh-19980730.44-fast.flm,114.71,1998dh,-5.412907702983174,0.8922375334589076,0.0087,1.17,N,1.17,-2.4,0.6999,3.0129077029831737,1.1339963959875865,51024.44
sn2006em-20060902.41-fast.flm,29.45,2006em,3.640109890116172,0.6868131868131867,0.0192,1.5,91bg,1.5,2.405,1.2238,-1.2351098901161723,1.4033526974999853,53980.41
sn2003Y-20030203.31-fast.flm,8.72,2003Y,-3.3336611269538974,0.1966761726816796,0.0169,1.65,91bg,1.65,1.0,1.2488,4.333661126953897,1.2641926106811072,52673.31
sn2005cf-20050704.23-fast.flm,112.11,2005cf,21.390958768014023,0.1987083954297069,0.0065,1.1,N,1.1,20.4,1.6988,-0.9909587680140248,1.7103819650634324,53555.23
sn1997bq-19970414.21-fast.flm,127.44,1997bq,-5.637570593482937,0.4953928465272961,0.0093,1.14,HV,1.14,1.1,1.2036,6.737570593482937,1.301563303258976,50552.21
sn1999ef-19991013.29-fast.flm,41.04,1999ef,6.725680746654444,1.2508419128259407,0.0393,1.06,N,1.06,8.3,0.2282,1.574319253345557,1.2714876054771662,51464.29
sn2004fu-20041110.17-fast.flm,77.88,2004fu,-6.371383273880589,0.1981767736821244,0.0092,1.08,HV,1.08,-5.0,1.218,1.3713832738805891,1.2340170313358954,53319.17
sn2007af-20070512.29-fast.flm,69.52,2007af,57.87746170678568,0.3978516013526954,0.0054,1.04,N,1.04,56.6,1.1623,-1.2774617067856795,1.2285060792274918,54232.29
sn2002hu-20021206.29-fast.flm,7.09,2002hu,21.486408328514432,0.0963948332369385,0.0374,1.05,91T,1.05,19.35,1.1587,-2.136408328514431,1.162702736676395,52614.29
sn1996ai-19960706.23-fast.flm,44.45,1996ai,15.086249875366097,0.8973975471133714,0.0029,0.88,N,0.88,16.715,0.3569,1.6287501246339031,0.9657639295216484,50270.23
sn1998dh-19980804.36-fast.flm,136.71,1998dh,-0.5353425200762101,0.8922375334589076,0.0087,1.17,N,1.17,-0.6,0.8097,-0.0646574799237899,1.20486592868785,51029.36
sn2006bt-20060502.33-fast.flm,47.51,2006bt,-0.0678163146674181,0.5812826971517148,0.0322,1.0,N,1.0,-5.2,1.1085,-5.132183685332582,1.251663622547197,53857.33
sn2006hb-20060928.51-fast.flm,70.79,2006hb,6.805870186155316,0.3939722249581404,0.0153,1.44,91bg,1.44,2.4,0.8041,-4.405870186155315,0.8954277882880717,54006.51
sn2003iu-20031119.18-fast.flm,17.17,2003iu,,,0.0414,,,,27.5,1.097,,,52962.18
sn1998ab-19980601.22-fast.flm,19.46,1998ab,49.483933787730976,0.4868549172346641,0.027,1.04,91T,1.04,25.05,1.7383,-24.433933787730975,1.8051910149442831,50965.22
sn1995D-19950304.34-fast.flm,157.84,1995D,11.562531042017898,0.09933445912387,0.0067,1.05,N,1.05,10.4,0.334,-1.162531042017898,0.3484585122642749,49780.34
sn2002cr-20020603.16-fast.flm,108.51,2002cr,19.37784822667421,0.4953437685753913,0.0094,1.19,N,1.19,20.4,2.0611,1.0221517733257883,2.1197874089319595,52428.16
sn2003kf-20031222.39-fast.flm,138.42,2003kf,14.48282707960741,0.3970617431010522,0.0074,1.1,N,1.1,13.6,0.4621,-0.8828270796074111,0.6092572837762762,52995.39
snf20080522-011-20080730.18-mmt.flm,18.76,snf20080522-011,58.27150977936525,0.1926967915984198,0.0379,,N,,56.6,1.918,-1.6715097793652518,1.9276555847693135,54677.18
sn2007le-20071106.14-fast.flm,183.73,2007le,11.362733412795322,0.4966229638458482,0.0068,1.01,HV,1.01,10.55,0.3898,-0.8127334127953212,0.631330664722564,54410.14
sn1998aq-19980419.26-fast.flm,312.82,1998aq,-8.905269449143393,0.3984460603645781,0.0039,1.11,N,1.11,-0.75,0.8631,8.155269449143393,0.950631828322644,50922.26
sn2007bc-20070511.18-fast.flm,21.26,2007bc,30.64263322883899,0.097962382445141,0.0208,1.37,N,1.37,28.7,0.8551,-1.9426332288389896,0.8606931150963902,54231.18
sn2003du-20030702.16-fast.flm,34.13,2003du,55.70349761526724,0.9936406995230525,0.0064,1.07,N,1.07,56.7,1.6515,0.9965023847327644,1.9273749219465997,52822.16
sn2006ax-20060402.30-fast.flm,123.7,2006ax,0.491787154519524,0.2950722927117143,0.0167,1.06,N,1.06,-1.1,1.0139,-1.591787154519524,1.0559644255021794,53827.3
sn2007le-20071015.28-fast.flm,104.3,2007le,-10.349622566545744,0.4966229638458482,0.0068,1.01,HV,1.01,-5.7,0.7952,4.649622566545744,0.9375379502820324,54388.28
sn2007S-20070226.30-fast.flm,57.27,2007S,13.019035407835451,0.0986290561199329,0.0139,0.94,91T,0.94,11.3,0.489,-1.7190354078354506,0.4988473621370658,54157.3
sn1997bp-19970610.20-fast.flm,39.37,1997bp,60.20033720122691,0.5950609937518596,0.0083,1.08,HV,1.08,67.45,3.7332,7.249662798773095,3.78032800511873,50609.2
sn1998aq-19980702.17-fast.flm,70.42,1998aq,64.71760135471776,0.3984460603645781,0.0039,1.11,N,1.11,66.7,2.069,1.9823986452822453,2.1070169109478103,50996.17
sn1999gp-20000107.13-fast.flm,62.37,1999gp,0.029219830523849,1.266192656082595,0.0267,0.87,91T,0.87,-1.55,0.8275,-1.579219830523849,1.5126136626110107,51550.13
sn1995ak-19960115.17-fast.flm,19.76,1995ak,73.89263713699003,0.977803852547179,0.0227,1.25,,1.25,58.75,1.6289,-15.142637136990032,1.89984620010571,50097.17
sn1996X-19960420.31-fast.flm,186.14,1996X,2.195073500197782,0.2979737783075089,0.0068,1.26,N,1.26,1.385,0.8506,-0.8100735001977821,0.9012817165342102,50193.31
sn2006hb-20061015.47-fast.flm,19.21,2006hb,23.510292524379608,0.3939722249581404,0.0153,1.44,91bg,1.44,27.8,1.2005,4.289707475620393,1.2634929220373443,54023.47
sn2006X-20060226.32-fast.flm,132.36,2006X,6.187823318743696,0.7958615200955034,0.0052,1.18,HV,1.18,6.9,0.4377,0.7121766812563042,0.9082823620266582,53792.32
sn2007af-20070625.17-fast.flm,26.19,2007af,101.52178237517376,0.3978516013526954,0.0054,1.04,N,1.04,91.25,3.427,-10.271782375173755,3.450016651655308,54276.17
sn2003eh-20030528.17-fast.flm,18.97,2003eh,,,0.0255,,,,,,,,52787.17
sn2007kk-20071013.46-fast.flm,28.73,2007kk,4.092219020174868,1.921229586935639,0.041,,N,,3.9,0.7704,-0.1922190201748681,2.069937024577532,54386.46
sn2007bj-20070425.40-fast.flm,21.1,2007bj,14.951800118044822,0.0,0.0166,,,,14.9,0.5529,-0.0518001180448219,0.5529,54215.4
sn2001bf-20010521.43-fast.flm,152.01,2001bf,4.657345411582514,0.7877116975187082,0.0156,0.99,N,0.99,-1.2,1.9908,-5.857345411582514,2.140975095232965,52050.43
snf20080514-002-20080531.18-fast.flm,104.51,snf20080514-002,5.362559937374695,0.4892846658185732,0.0219,1.35,N,,3.65,0.5855,-1.7125599373746954,0.763026692983406,54617.18
sn2002ck-20020610.26-fast.flm,11.56,2002ck,37.15284521266463,0.5826374053214216,0.0298,1.08,N,1.08,38.975,0.9543,1.8221547873353712,1.1181032314056152,52435.26
sn2003du-20030509.29-fast.flm,191.42,2003du,2.1760731319577986,0.9936406995230525,0.0064,1.07,N,1.07,-0.4,0.9743,-2.5760731319577985,1.3916114147809586,52768.29
sn2006le-20061217.29-fast.flm,19.54,2006le,38.22488696677749,0.2948692746215844,0.0174,0.88,N,0.88,39.4,0.9502,1.1751130332225088,0.9949009644762936,54086.29
sn1999by-19990605.17-fast.flm,94.1,1999by,24.915186589504255,0.4989024146876871,0.0022,1.97,91bg,1.97,25.0,2.1411,0.0848134104957445,2.1984569200648907,51334.17
sn2006lf-20061122.35-fast.flm,34.08,2006lf,16.136991709434014,0.1973943939992104,0.0132,1.3,N,1.3,17.4,1.1644,1.2630082905659847,1.1810130849327265,54061.35
sn2005hk-20051103.22-fast.flm,67.76,2005hk,-7.285291214212617,0.493583415597236,0.013,1.56,pec,1.56,,,,,53677.22
sn2007hj-20070909.35-fast.flm,112.24,2007hj,3.4013605442148176,0.1971803214039239,0.0143,1.95,N,1.95,1.4,1.3701,-2.0013605442148177,1.3842160558052183,54352.35
sn2006lf-20061111.36-fast.flm,37.44,2006lf,5.290169759179413,0.1973943939992104,0.0132,1.3,N,1.3,3.95,0.7981,-1.340169759179413,0.8221485004439986,54050.36
sn2007qe-20071214.07-mmt.flm,181.03,2007qe,18.72253149721482,0.0,0.0239,1.03,,1.03,14.5,0.6717,-4.2225314972148205,0.6717,54448.07
sn2007hj-20070914.22-mmt.flm,193.85,2007hj,8.202701370402947,0.1971803214039239,0.0143,1.95,N,1.95,8.4,0.6422,0.1972986295970535,0.6717893413481303,54357.22
sn2002bo-20020517.18-fast.flm,48.2,2002bo,54.24673902220771,0.6970028875833914,0.0043,1.08,HV,1.08,57.9,1.8354,3.6532609777922858,1.9632896335741157,52411.18
sn1996Z-19960528.16-fast.flm,15.9,1996Z,14.055985705780714,1.0919197935278937,0.0074,1.22,HV,1.22,15.55,0.6063,1.494014294219287,1.2489549733669336,50231.16
sn2007le-20080101.11-fast.flm,46.47,2007le,66.95470798570074,0.4966229638458482,0.0068,1.01,HV,1.01,69.8,3.0544,2.845292014299261,3.094510256602655,54466.11
sn1996by-19970102.31-fast.flm,84.77,1996by,,,0.0137,,,,8.8,0.4405,,,50450.31
sn1998dm-19980916.41-fast.flm,125.86,1998dm,12.42921013413019,0.5961251862891207,0.0065,0.9,N,0.9,10.4,0.4261,-2.0292101341301905,0.7327526511233097,51072.41
sn1998bp-19980531.40-fast.flm,20.59,1998bp,27.709054923305295,0.1979218208807521,0.0105,1.79,N,1.79,30.25,1.1235,2.5409450766947046,1.140800288035006,50964.4
sn2003cg-20030329.29-fast.flm,66.02,2003cg,-2.101384324271071,0.3983666965441689,0.0041,1.26,N,1.26,-1.0,0.6902,1.1013843242710708,0.7969140887922073,52727.29
sn2006je-20061019.38-fast.flm,10.87,2006je,,,0.038,,,,22.0,1.2421,,,54027.38
