Filename,SNR,SN_Name,Age_(days),Age_Unc_(days),redshift,Dm15,Subtype,dm15,bootstrap_age,snid_std_dev,delta_age,delta_age_unc
sn2003it-20031030.22-fast.flm,56.3,2003it,7.530972588041328,0.195102916788606,0.0251,1.36,N,1.36,6.445,0.2748,-1.0859725880413276,0.33701659920458177
sn2002fb-20020929.42-fast.flm,4.03,2002fb,17.053958251279745,1.2800315084679008,0.0156,1.77,91bg,1.77,,,,
sn2002jg-20021211.14-fast.flm,21.39,2002jg,9.392537166487026,0.0984542679925174,0.0157,1.42,N,1.42,8.2,0.4518,-1.1925371664870266,0.46240294428770934
sn1994ae-19941201.50-fast.flm,289.67,1994ae,1.9914368216668328,0.7965747286667331,0.0043,0.96,N,0.96,1.35,1.0217,-0.6414368216668327,1.2955316238326564
sn2001bf-20010517.48-fast.flm,119.3,2001bf,0.7680189050867583,0.7877116975187082,0.0156,0.99,N,0.99,-3.55,1.7356,-4.318018905086758,1.9059897896913838
sn2004ef-20040917.27-fast.flm,40.27,2004ef,1.5227934044614055,0.1939864209505334,0.031,1.39,HV,1.39,-0.9,1.2365,-2.4227934044614057,1.2516241374762622
sn1997by-19970430.30-fast.flm,14.66,1997by,,,0.0452,,,,-1.3,0.5919,,
sn2002ck-20020519.24-fast.flm,22.92,2002ck,15.7700524373645,0.5826374053214216,0.0298,1.08,N,1.08,18.4,1.025,2.6299475626354987,1.179021350985502
sn2006cp-20060604.24-fast.flm,60.44,2006cp,-6.31908441748912,0.0,0.0223,0.98,HV,0.98,-5.7,0.9454,0.6190844174891197,0.9454
sn2006S-20060224.39-fast.flm,15.8,2006S,20.530956302686103,0.0968898362561767,0.0321,0.93,N,0.93,18.15,0.3686,-2.380956302686105,0.3811215034208234
sn2007fs-20070909.33-fast.flm,31.38,2007fs,55.077165044725085,2.064287820701858,0.0173,,N,,57.1,1.2004,2.0228349552749165,2.387937261884831
sn2005M-20050301.32-fast.flm,18.55,2005M,24.677103718200748,1.36986301369863,0.022,0.87,91T,0.87,23.26,1.1339,-1.417103718200746,1.7782727255118922
sn2006H-20060129.13-fast.flm,36.42,2006H,11.370808678499838,0.3944773175542406,0.014,1.83,91bg,1.83,26.35,1.5492,14.979191321500164,1.5986347281554936
sn2002ck-20020503.34-fast.flm,48.5,2002ck,0.3301611963454142,0.5826374053214216,0.0298,1.08,N,1.08,0.5,1.0941,0.1698388036545858,1.2395649059567952
sn1998bu-19980517.15-fast.flm,281.0,1998bu,-2.5426263834835323,0.4985541928407618,0.0029,1.03,N,1.03,-1.8,0.8055,0.7426263834835323,0.9473048786948706
sn1997br-19970529.24-fast.flm,58.12,1997br,37.67252507198396,0.695065038228577,0.0071,1.09,,1.09,33.15,0.8093,-4.522525071983964,1.0668092131996674
sn2004at-20040427.26-fast.flm,24.08,2004at,29.599921745086608,0.7825491538687275,0.0223,1.05,N,1.05,28.45,1.213,-1.1499217450866084,1.4435207578073346
sn2005ke-20051223.21-fast.flm,42.6,2005ke,28.28272772523267,0.6968641114982578,0.0045,1.82,91bg,1.82,32.1,1.3641,3.8172722747673298,1.5317925446659728
sn2007ci-20070617.20-fast.flm,8.63,2007ci,21.41453831040829,0.1964636542239685,0.018,1.6,N,1.6,26.0,0.9596,4.58546168959171,0.9795050420651418
sn2008ar-20080306.40-fast.flm,28.92,2008ar,-2.6313224831859365,0.584738329597505,0.0261,1.1,N,1.1,-5.9,1.0412,-3.268677516814064,1.1941592666392873
sn2002bo-20020506.18-fast.flm,55.75,2002bo,43.29383650304013,0.6970028875833914,0.0043,1.08,HV,1.08,44.45,1.179,1.15616349695987,1.3696182042085985
sn2004at-20040415.19-fast.flm,42.86,2004at,17.793211386092466,0.7825491538687275,0.0223,1.05,N,1.05,17.175,0.8574,-0.6182113860924652,1.1608264031372915
sn2001P-20010219.42-fast.flm,5.34,2001P,,,0.0206,,,,30.9,1.8024,,
sn2001ep-20011015.45-fast.flm,137.44,2001ep,-2.122408687069551,0.493583415597236,0.013,1.3,N,1.3,-1.1,0.9122,1.022408687069551,1.0371756978220392
sn1999aa-19990310.23-fast.flm,127.37,1999aa,14.61947949526986,0.887223974763407,0.0144,0.78,91T,0.78,15.175,0.6691,0.5555205047301399,1.1112430838457348
sn2007hj-20070918.35-fast.flm,51.01,2007hj,12.274475007391391,0.1971803214039239,0.0143,1.95,N,1.95,22.25,0.8415,9.975524992608609,0.8642929648845666
sn2001eh-20011017.33-fast.flm,20.83,2001eh,28.76289653842614,0.2892681515765114,0.0371,0.92,91T,0.92,25.2,0.8965,-3.5628965384261413,0.9420129051751316
sn2004at-20040328.20-fast.flm,108.06,2004at,0.1956372884643349,0.7825491538687275,0.0223,1.05,N,1.05,-0.8,0.7718,-0.995637288464335,1.0991171085105815
sn2005ke-20051206.25-fast.flm,121.24,2005ke,11.398705823790037,0.6968641114982578,0.0045,1.82,91bg,1.82,17.5,1.788,6.101294176209963,1.9190006748029707
sn2000fd-20001226.15-fast.flm,25.61,2000fd,,,0.0161,,,,,,,
sn2001G-20010125.34-fast.flm,142.71,2001G,4.661683713609326,2.1636506687647525,0.0168,,N,,3.8,0.4385,-0.8616837136093265,2.207638210043974
sn1999be-19990412.17-fast.flm,40.84,1999be,,,0.0189,,,,29.9,2.3218,,
sn2006sr-20061222.12-fast.flm,71.45,2006sr,-0.9566575556383498,0.3904724716907458,0.0244,1.24,HV,1.24,-2.3,0.7659,-1.34334244436165,0.8596927132111103
sn2002bo-20020316.34-fast.flm,161.47,2002bo,-7.328487503734523,0.6970028875833914,0.0043,1.08,HV,1.08,0.9,1.054,8.228487503734524,1.2636174362913746
sn2003it-20031026.25-fast.flm,33.64,2003it,3.658179689786363,0.195102916788606,0.0251,1.36,N,1.36,2.0,0.6108,-1.6581796897863632,0.6412033906175338
sn2003ge-20030624.22-fast.flm,23.95,2003ge,,,0.0335,,,,7.55,0.3519,,
sn2007bj-20070609.28-fast.flm,24.0,2007bj,59.0989573086777,0.0,0.0166,,,,73.35,3.7338,14.251042691322297,3.7338
sn2003fa-20030705.41-mmt.flm,40.95,2003fa,18.464052287587855,0.4805843906189927,0.0404,0.8,91T,0.8,16.8,0.5129,-1.6640522875878538,0.70287108811405
sn2007le-20071104.31-fast.flm,190.15,2007le,9.545093365117785,0.4966229638458482,0.0068,1.01,HV,1.01,8.6,0.347,-0.9450933651177849,0.6058410420391099
sn1998bu-19980701.16-fast.flm,154.87,1998bu,42.33722205604388,0.4985541928407618,0.0029,1.03,N,1.03,44.6,1.364,2.2627779439561237,1.4522576504185143
sn2003du-20030604.35-fast.flm,84.65,2003du,28.07034976152623,0.9936406995230525,0.0064,1.07,N,1.07,31.5,3.7248,3.4296502384737693,3.855056015124639
sn2004L-20040130.33-fast.flm,27.34,2004L,5.2600988084861875,0.2906131938390003,0.0323,1.12,N,1.12,5.7,0.4188,0.4399011915138127,0.5097543216425972
sn2004fu-20041202.07-fast.flm,53.83,2004fu,15.328973444313478,0.1981767736821244,0.0092,1.08,HV,1.08,14.55,0.6512,-0.7789734443134773,0.6806875007131069
sn2003dt-20030505.46-fast.flm,3.83,2003dt,,,0.0144,,,,105.125,6.9656,,
sn1995al-19960115.35-fast.flm,70.42,1995al,67.90369117500745,0.5969555268132524,0.0051,0.87,HV,0.87,69.85,2.3118,1.946308824992542,2.3876296071612297
sn2002fb-20021005.37-fast.flm,12.87,2002fb,22.912564001579433,1.2800315084679008,0.0156,1.77,91bg,1.77,18.3,2.5265,-4.6125640015794325,2.8322575646770916
sn2006le-20061214.30-fast.flm,24.34,2006le,35.28602319638436,0.2948692746215844,0.0174,0.88,N,0.88,33.9,1.4557,-1.3860231963843646,1.4852644138724458
sn1998dx-19980915.22-fast.flm,17.56,1998dx,-0.6450388920511203,0.4742933029785619,0.0542,1.32,N,1.32,-1.25,1.2614,-0.6049611079488797,1.347621644694947
sn2007kk-20071008.41-fast.flm,37.65,2007kk,-0.7588856868334267,1.921229586935639,0.041,,N,,-1.855,2.5063,-1.0961143131665732,3.1579523137180026
sn2004ef-20040907.30-fast.flm,11.24,2004ef,-8.14742967991676,0.1939864209505334,0.031,1.39,HV,1.39,-7.0,1.0486,1.14742967991676,1.0663923722125912
sn2006bb-20060402.20-fast.flm,21.66,2006bb,,,0.0252,,,,10.6,0.486,,
sn2008ar-20080407.29-fast.flm,21.26,2008ar,28.447519734920892,0.584738329597505,0.0261,1.1,N,1.1,27.72,0.7713,-0.7275197349208931,0.9678959676021387
sn2001br-20010524.46-mmt.flm,85.24,2001br,2.5075913409713704,0.783622294054266,0.0209,1.16,HV,1.16,2.0,0.5186,-0.5075913409713704,0.9396860431755227
sn2000B-20000309.13-fast.flm,3.89,2000B,48.79795898341275,1.275635364537337,0.0191,1.46,,1.46,44.0,1.4513,-4.797958983412748,1.9322311645500143
sn2006le-20061227.32-fast.flm,10.58,2006le,48.08334971495798,0.2948692746215844,0.0174,0.88,N,0.88,51.1,2.3386,3.0166502850420187,2.3571164267205513
sn2001E-20010124.48-fast.flm,47.07,2001E,7.732312825046273,0.7850063781768228,0.0191,0.92,HV,0.92,7.35,0.4265,-0.38231282504627373,0.8933852829425237
sn2002bz-20020513.20-fast.flm,12.0,2002bz,,,0.037,,,,17.775,1.2979,,
sn1994D-19940410.26-fast.flm,103.28,1994D,19.70286170106894,0.0997108385681523,0.0029,1.37,N,1.37,25.425,2.0283,5.7221382989310605,2.030749403872365
sn2007cg-20070515.22-fast.flm,15.88,2007cg,6.504065040651534,1.7421602787456447,0.0332,1.05,HV,1.05,7.65,0.3562,1.145934959348466,1.7782015849838573
sn2004ct-20040716.21-fast.flm,17.71,2004ct,,,0.0334,,,,25.5,2.1392,,
sn1995D-19950302.30-fast.flm,175.4,1995D,9.53610807589731,0.09933445912387,0.0067,1.05,N,1.05,8.45,0.3583,-1.086108075897311,0.37181477212374414
sn1999gp-20000212.11-fast.flm,28.5,1999gp,35.07353657348986,1.266192656082595,0.0267,0.87,91T,0.87,29.3,0.8459,-5.77353657348986,1.5227575815990857
sn2007kk-20071014.37-fast.flm,30.78,2007kk,4.966378482233939,1.921229586935639,0.041,,N,,4.6,0.5274,-0.3663784822339391,1.992303663028527
sn2003gq-20030729.39-fast.flm,19.24,2003gq,1.4587820638319586,0.5874290189935382,0.0214,1.69,,1.69,,,,
snf20080720-001-20080801.44-fast.flm,16.28,snf20080720-001,7.483592908217669,0.2938583602703497,0.0209,,N,,7.25,0.3201,-0.23359290821766887,0.4345304890347496
sn2007ci-20070520.20-fast.flm,45.58,2007ci,-6.090373280947314,0.1964636542239685,0.018,1.6,N,1.6,-0.05,0.8337,6.040373280947314,0.8565358471371967
sn2005M-20050409.19-fast.flm,5.23,2005M,62.71037181996456,1.36986301369863,0.022,0.87,91T,0.87,44.8,1.7267,-17.91037181996456,2.2040910975500747
sn2007fs-20071010.22-fast.flm,12.81,2007fs,85.44185589304851,2.064287820701858,0.0173,,N,,91.425,3.233,5.983144106951485,3.835827577811342
sn1998bu-19980620.14-fast.flm,162.23,1998bu,31.349087645829425,0.4985541928407618,0.0029,1.03,N,1.03,33.8,0.8908,2.4509123541705726,1.020823649412132
sn2003ae-20030310.26-fast.flm,16.67,2003ae,,,0.0328,,,,34.645,3.7009,,
sn2003du-20030523.22-fast.flm,122.37,2003du,16.01748807631421,0.9936406995230525,0.0064,1.07,N,1.07,16.2,1.0072,0.18251192368579083,1.4148405138914637
sn2003du-20030427.24-fast.flm,102.71,2003du,-9.797297297297876,0.9936406995230525,0.0064,1.07,N,1.07,-0.9,1.0333,8.897297297297875,1.4335378368737468
sn2007if-20070912.30-mmt.flm,66.53,2007if,6.423384844536822,0.4654626698938744,0.0742,0.71,pec,0.71,8.3,0.5011,1.8766151554631785,0.6839274135935288
sn2007fb-20070711.41-fast.flm,48.24,2007fb,5.609037328100592,0.2946954813359528,0.018,,N,,3.2,0.331,-2.4090373281005917,0.44317764690903455
sn2007oo-20071107.34-fast.flm,6.67,2007oo,,,0.0298,,,,-6.6,1.4689,,
sn2007le-20071218.12-fast.flm,34.25,2007le,53.05919745729592,0.4966229638458482,0.0068,1.01,HV,1.01,53.65,2.2073,0.5908025427040755,2.2624782116561994
sn2006mo-20061113.21-fast.flm,33.81,2006mo,5.2159660624722495,0.674893945237177,0.0372,,N,,5.245,0.607,0.02903393752775063,0.9077063607344622
sn1998es-19990207.13-fast.flm,57.97,1998es,72.65980605580873,0.8905600633287157,0.0106,0.85,91T,0.85,64.5,2.2742,-8.15980605580873,2.4423519128897144
sn2007le-20071114.18-fast.flm,139.45,2007le,19.348430671437427,0.4966229638458482,0.0068,1.01,HV,1.01,18.05,0.6552,-1.2984306714374263,0.8221443962097137
sn2008Z-20080307.27-fast.flm,38.99,2008Z,17.208619000979148,0.2938295788442703,0.021,1.02,N,1.02,16.25,0.4751,-0.958619000979148,0.5586195766385218
sn2003kf-20040117.23-fast.flm,51.32,2003kf,40.133015683939135,0.3970617431010522,0.0074,1.1,N,1.1,40.9,0.8016,0.7669843160608636,0.894550494848919
sn2008ae-20080214.32-fast.flm,12.4,2008ae,2.8346762450230596,0.9707795359673818,0.0301,,pec,,16.4,1.409,13.565323754976939,1.7110505274401002
sn2000fo-20010101.08-fast.flm,30.35,2000fo,,,0.0238,,,,7.1,0.4839,,
sn2001F-20010114.54-fast.flm,16.11,2001F,,,0.0229,,,,23.55,2.9073,,
sn2000fa-20010325.18-mmt.flm,5.41,2000fa,98.97189856065968,0.1958288455889552,0.0213,1.0,N,1.0,88.55,4.5889,-10.421898560659685,4.593076544840582
sn1994ae-19950501.20-fast.flm,38.12,1994ae,152.04620133425976,0.7965747286667331,0.0043,0.96,N,0.96,159.3,26.8655,7.2537986657402485,26.87730681352487
sn2005cf-20050709.23-fast.flm,95.14,2005cf,26.358668653756695,0.1987083954297069,0.0065,1.1,N,1.1,29.6,3.0076,3.2413313462433067,3.014157060674551
sn2003iv-20031019.38-fast.flm,20.86,2003iv,-2.4364304360476403,0.3867349898482065,0.0343,1.65,N,1.65,-1.0,0.9708,1.4364304360476403,1.0449959772041673
sn2008Q-20080209.09-fast.flm,249.32,2008Q,-0.307509175681924,0.1983930165658169,0.0081,1.25,N,1.25,-0.6,0.6674,-0.292490824318076,0.6962632756523098
snf20080522-011-20080623.05-ldss3.flm,69.52,snf20080522-011,22.49735041912113,0.1926967915984198,0.0379,,N,,19.9,1.1559,-2.597350419121131,1.1718518948622836
sn2003W-20030129.35-mmt.flm,75.18,2003W,-11.126360160767126,0.0,0.0201,1.14,HV,1.14,-8.1,0.7482,3.026360160767126,0.7482
sn2005am-20050309.25-fast.flm,141.99,2005am,2.9254264180851743,0.4958349861166204,0.0084,1.3,N,1.3,1.7,0.7365,-1.2254264180851744,0.88785392011145
sn2003kf-20040130.29-fast.flm,29.4,2003kf,53.09708159618618,0.3970617431010522,0.0074,1.1,N,1.1,55.4,1.461,2.3029184038138197,1.513994394915135
sn2004dt-20041015.34-fast.flm,18.9,2004dt,52.52109083774141,0.6866784382970373,0.0194,1.14,HV,1.14,59.2,1.0165,6.678909162258591,1.2267027054759674
sn2004L-20040127.40-fast.flm,48.55,2004L,2.4217766153250024,0.2906131938390003,0.0323,1.12,N,1.12,0.9,1.5986,-1.5217766153250025,1.6248009073216647
sn1995E-19950303.16-fast.flm,52.01,1995E,3.913043478267197,0.4940711462450592,0.012,1.16,N,1.16,3.3,0.7807,-0.6130434782671972,0.9239041008415899
sn2000dp-20001006.41-fast.flm,43.9,2000dp,,,0.0345,,,,-0.35,0.7548,,
sn2003im-20031003.34-fast.flm,13.59,2003im,,,0.0196,,,,36.7,1.1644,,
sn2001V-20010619.23-mmt.flm,29.56,2001V,104.8468131218602,0.3940498473056842,0.0151,0.82,91T,0.82,87.65,2.0362,-17.19681312186019,2.0739782357010483
sn2000ey-20001201.12-fast.flm,79.14,2000ey,,,0.0205,,,,5.9,3.2255,,
sn2005G-20050118.56-fast.flm,22.61,2005G,,,0.0231,,,,13.6,0.5774,,
sn2006bz-20060506.16-fast.flm,10.94,2006bz,-1.4024152707392408,0.1947798987144527,0.0268,2.09,91bg,2.09,-0.55,1.5201,0.8524152707392407,1.5325283745964418
sn2002cx-20020517.23-fast.flm,28.2,2002cx,-4.365234374994031,1.46484375,0.024,1.51,pec,1.51,-5.4,0.5909,-1.034765625005969,1.5795347485617601
sn2000cn-20000603.37-fast.flm,21.87,2000cn,-9.311187103076536,0.0977039570102589,0.0235,1.51,,1.51,-8.0,1.3923,1.311187103076536,1.3957239530850871
sn2001ec-20010912.45-fast.flm,13.78,2001ec,,,0.0454,,,,18.9,1.1162,,
sn2003iz-20031023.28-fast.flm,21.3,2003iz,,,0.0482,,,,3.9,0.7409,,
sn2006gr-20061029.23-fast.flm,10.78,2006gr,23.99961337715228,0.4832785617630002,0.0346,0.81,N,0.81,21.25,0.913,-2.7496133771522793,1.0330184743070736
sn2005cc-20050531.20-fast.flm,83.96,2005cc,2.580645161288878,0.4962779156327543,0.0075,1.94,,1.94,0.2,0.733,-2.3806451612888777,0.8852009769226371
sn2003W-20030204.27-fast.flm,43.1,2003W,-5.3230075482798656,0.0,0.0201,1.14,HV,1.14,-0.5,1.3693,4.8230075482798656,1.3693
sn1998ab-19980502.26-fast.flm,36.73,1998ab,20.311587147030753,0.4868549172346641,0.027,1.04,91T,1.04,23.3,1.1218,2.9884128529692475,1.222891225921411
sn1995D-19950331.17-mmt.flm,128.46,1995D,38.21396642495397,0.09933445912387,0.0067,1.05,N,1.05,37.1,1.1554,-1.113966424953972,1.1596622330529833
sn1998ex-19981130.51-fast.flm,8.03,1998ex,,,0.0365,,,,40.49,0.9691,,
sn2005mz-20060121.13-fast.flm,26.23,2005mz,10.151336477981989,1.3757861635220123,0.0176,1.83,,1.83,25.35,2.8332,15.198663522018013,3.1495729564083157
sn2003if-20030922.45-fast.flm,12.38,2003if,,,0.0056,,,,114.7,4.8689,,
sn2006H-20060128.11-fast.flm,27.19,2006H,10.364891518739682,0.3944773175542406,0.014,1.83,91bg,1.83,26.65,2.9439,16.285108481260316,2.970212040253152
sn2004as-20040324.34-fast.flm,39.04,2004as,2.8516003879680434,0.5819592628516004,0.031,0.92,N,0.92,-1.3,1.8369,-4.151600387968044,1.9268830254114488
sn2006lf-20061029.40-fast.flm,17.34,2006lf,-7.500986971968559,0.1973943939992104,0.0132,1.3,N,1.3,-2.2,1.8948,5.300986971968559,1.9050542214809307
sn2004dt-20040915.45-fast.flm,42.77,2004dt,23.19992152245848,0.6866784382970373,0.0194,1.14,HV,1.14,23.9,1.4053,0.700078477541517,1.5640957028334481
sn1998es-19981225.14-fast.flm,88.82,1998es,29.13120918266607,0.8905600633287157,0.0106,0.85,91T,0.85,27.3,1.6614,-1.8312091826660684,1.8850324099060065
sn2007bm-20070608.16-fast.flm,41.73,2007bm,34.4464321208542,0.3975352812562115,0.0062,1.09,N,1.09,34.28,1.0333,-0.16643212085419634,1.1071328691008389
sn2002dj-20020617.17-fast.flm,115.7,2002dj,-8.3523233924505,0.1981571386109184,0.0093,1.19,HV,1.19,-1.805,0.6434,6.547323392450501,0.6732234484793786
sn2000dk-20000921.27-fast.flm,90.07,2000dk,-4.255528255529971,0.1965601965601965,0.0175,1.62,N,1.62,-4.2,1.014,0.055528255529971204,1.0328755543974226
sn2006hb-20060930.50-fast.flm,88.41,2006hb,8.765882005320057,0.3939722249581404,0.0153,1.44,91bg,1.44,4.75,0.6717,-4.015882005320057,0.7787136855343353
sn2007sr-20080301.37-fast.flm,71.96,2007sr,76.83969769292369,0.2983293556085918,0.0056,1.05,,1.05,80.95,3.2838,4.11030230707631,3.2973235880662117
sn2000A-20000103.08-fast.flm,29.26,2000A,,,0.0292,,,,2.05,0.9444,,
sn1998es-19990109.22-fast.flm,66.77,1998es,44.053037799331165,0.8905600633287157,0.0106,0.85,91T,0.85,36.7,1.0973,-7.353037799331162,1.4132107119591353
sn2002bo-20020318.27-fast.flm,153.86,2002bo,-5.40675097082574,0.6970028875833914,0.0043,1.08,HV,1.08,0.6,0.9969,6.00675097082574,1.21639740023546
sn1994ae-19950224.33-fast.flm,48.93,1994ae,86.45822961266728,0.7965747286667331,0.0043,0.96,N,0.96,76.8,4.4587,-9.658229612667284,4.529297626382095
sn2003ae-20030210.34-fast.flm,20.73,2003ae,,,0.0328,,,,11.55,0.5088,,
sn1998dm-19980913.43-fast.flm,141.38,1998dm,9.468455042224376,0.5961251862891207,0.0065,0.9,N,0.9,7.615,0.3254,-1.8534550422243754,0.679154178171819
sn1994ae-19941203.54-fast.flm,206.48,1994ae,4.022702379767871,0.7965747286667331,0.0043,0.96,N,0.96,3.3,0.6579,-0.7227023797678713,1.03313295773123
sn1999gp-20000114.16-fast.flm,55.08,1999gp,6.876400116884142,1.266192656082595,0.0267,0.87,91T,0.87,6.6,0.4722,-0.2764001168841421,1.351375847911119
snf20080522-011-20080606.38-fast.flm,49.11,snf20080522-011,6.436072839387505,0.1926967915984198,0.0379,,N,,4.75,0.3786,-1.6860728393875046,0.4248176238014671
sn2005ao-20050315.51-fast.flm,19.33,2005ao,,,0.0384,,,,4.4,0.488,,
